,scraped_city,facility,operator,street,zip_code,city_in_desc,avg_home_price_usd,avg_electricity_cost_usd_per_kwh,avg_water_cost_usd_monthly,facility_count,avg_electricity_cost_usd_per_kwh_score,avg_home_price_usd_score,avg_water_cost_usd_monthly_score,avg_electricity_cost_usd_per_kwh_z_score,avg_home_price_usd_z_score,avg_water_cost_usd_monthly_z_score,index_score
144,Chicago,505 N. Railroad Avenue (ORD23),Digital Realty,505 North Railroad Avenue,60164,Northlake,353000,0.154,86.5,7,5,1,8,-0.308229011,-0.63433179,0.994673194,5.25
145,Chicago,2200 Busse Road (CH1),Digital Realty,2200 Busse Road,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
146,Chicago,9355 Grand Ave (ORD13),Digital Realty,9355 Grand Ave,60131,Franklin Park,432000,0.148,71,6,4,5,5,-0.404855691,-0.342133296,-0.123077826,5
147,Chicago,9333 Grand Avenue (ORD12),Digital Realty,9333 Grand Avenue,60131,Franklin Park,432000,0.148,71,6,4,5,5,-0.404855691,-0.342133296,-0.123077826,5
148,Chicago,1400 East Devon Avenue (CH3),Digital Realty,1400 East Devon Avenue,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
149,Chicago,9377 Grand Ave (ORD14),Digital Realty,9377 Grand Ave,60131,Franklin Park,432000,0.148,71,6,4,5,5,-0.404855691,-0.342133296,-0.123077826,5
150,Chicago,2425-2553 Edgington Street (ORD22),Digital Realty,2425-2553 Edgington St,60131,Franklin Park,432000,0.148,71,6,4,5,5,-0.404855691,-0.342133296,-0.123077826,5
151,Chicago,2299 Busse Road (CH2),Digital Realty,2299 Busse Road,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
152,Chicago,9401 West Grand Avenue (ORD15),Digital Realty,9401 W Grand Ave,60131,Franklin Park,432000,0.148,71,6,4,5,5,-0.404855691,-0.342133296,-0.123077826,5
153,Chicago,Hivelocity - Chicago 1,Hivelocity,350 East Cermak Road,60616,Chicago,473000,0.155,72.8,15,5,7,5,-0.292124564,-0.190485976,0.006725518,8
154,Chicago,CyrusOne CHI5 - Lombard,CyrusOne Data Centers,1850 Springers Drive,60148,Lombard,434000,0.153,71,8,4,5,5,-0.324333458,-0.334735866,-0.123077826,5.5
155,Chicago,GDC - Chicago CH1 Data Center,"NTT DATA, Inc.",255 Pierce Road,60143,Itasca,431000,0.154,66.8,6,5,5,3,-0.308229011,-0.345832011,-0.425952296,4.75
156,Chicago,CyrusOne CHI2 - Aurora,CyrusOne Data Centers,2805 Diehl Rd,60502,Aurora,371000,0.14,72.6,8,2,2,5,-0.533691266,-0.567754918,-0.007697075,4.25
157,Chicago,Summit Elk Grove Village,Summit (formerly Deft),2200 Busse Rd,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
158,Chicago,Centersquare - Chicago ORD4-A,Csquare,4513 Western Ave,60532,Lisle,402000,0.158,79.9,2,6,3,7,-0.243811224,-0.45309475,0.5187275985877297,4.5
159,Chicago,T5 Data Centers - T5@Chicago,T5 Data Centers,200 Innovation Dr,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
160,Chicago,Serverfarm Chicago Data Center CH1,Serverfarm,840 S. Canal Street,60607,Chicago,402000,0.155,69.6,9,5,3,4,-0.292124564,-0.45309475,-0.224035982,5.25
161,Chicago,Netrality - 717 S Wells,Netrality,717 S. Wells,60607,Chicago,402000,0.155,69.6,9,5,3,4,-0.292124564,-0.45309475,-0.224035982,5.25
162,Chicago,Prime Chicago Data Center Campus,Prime Data Centers,1701 Midway Ct,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
163,Chicago,Prime Chicago - Building 1,Prime Data Centers,"1500 E Higgins Rd, Elk Grove Village, IL 60007, USA",60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
164,Chicago,Prime Chicago - Building 3,Prime Data Centers,1701 Midway Court,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
165,Chicago,Summit Chicago,Summit (formerly Deft),350 East Cermak Road,60616,Chicago,473000,0.155,72.8,15,5,7,5,-0.292124564,-0.190485976,0.006725518,8
166,Chicago,Colocation America CHIDC1,Colocation America,350 E. Cermak Rd,60616,Chicago,473000,0.155,72.8,15,5,7,5,-0.292124564,-0.190485976,0.006725518,8
167,Chicago,Iron Mountain Data Centers CHI-1,Iron Mountain Data Centers,1680 Touhy Avenue,60018,Des Plaines,444000,0.151,75.7,2,4,6,6,-0.356542351,-0.297748715,0.2158531286660473,4.5
168,Chicago,CyrusOne CHI1 - Aurora,CyrusOne Data Centers,2905 Diehl Rd.,60148,Lombard,434000,0.153,71,8,4,5,5,-0.324333458,-0.334735866,-0.123077826,5.5
169,Chicago,Legacy - Chicago Byte Exchange,Legacy Investing,400 S LaSalle St,60605,Chicago,409000,0.151,60.9,8,4,4,1,-0.356542351,-0.427203744,-0.851418813,4.25
170,Chicago,Prime Chicago - Building 2,Prime Data Centers,1600 Oakton St,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
171,Chicago,Apotech Data Center,Apotech,1331 E Business Center Dr,60056,Mt Prospect,390000,0.144,68,2,3,3,4,-0.469273479,-0.497479331,-0.339416733,3
172,Chicago,TierPoint Chicago - Polk,TierPoint,601 W. Polk St.,60607,Chicago,402000,0.155,69.6,9,5,3,4,-0.292124564,-0.45309475,-0.224035982,5.25
173,Chicago,Element Critical Chicago One,Element Critical,711 N. Edgewood Ave.,60191,Wood Dale,396000,0.148,73,2,4,3,5,-0.404855691,-0.47528704,0.021148112,3.5
174,Chicago,Skybox Chicago I,Skybox Datacenters,800 E Devon Ave,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
175,Chicago,DataBank ORD3 - Mount Prospect,DataBank,800 E Business Center Dr,60056,Mt. Prospect,390000,0.144,68,2,3,3,4,-0.469273479,-0.497479331,-0.339416733,3
176,Chicago,DataBank ORD4 - Chicago Tri-State,DataBank,1808 Swift Dr,60523,Oak Brook,375000,0.158,61.5,6,6,2,1,-0.243811224,-0.552960058,-0.808151032,3.75
177,Chicago,Cogent Data Center - Chicago 2,"Cogent Communications, Inc.",216 W. Jackson Blvd,60606,Chicago,337000,0.154,75.6,6,5,0,6,-0.308229011,-0.693511232,0.2086418317631495,4.25
178,Chicago,Cogent Data Center - Chicago 1,"Cogent Communications, Inc.",427 LaSalle St,60606,Chicago,337000,0.154,75.6,6,5,0,6,-0.308229011,-0.693511232,0.2086418317631495,4.25
179,Chicago,Element Critical Chicago Two,Element Critical,341 Haynes Dr,60191,Wood Dale,396000,0.148,73,2,4,3,5,-0.404855691,-0.47528704,0.021148112,3.5
180,Chicago,Colocation America CHIDC4,Colocation America,1808 Swift Dr.,60523,Oak Brook,375000,0.158,61.5,6,6,2,1,-0.243811224,-0.552960058,-0.808151032,3.75
181,Chicago,TierPoint Chicago - West,TierPoint,9333 West Grand Ave.,60131,Franklin Park,432000,0.148,71,6,4,5,5,-0.404855691,-0.342133296,-0.123077826,5
182,Chicago,Equinix CH4,Equinix,350 E Cermak Rd,60616,Chicago,473000,0.155,72.8,15,5,7,5,-0.292124564,-0.190485976,0.006725518,8
183,Chicago,Equinix CH7,Equinix,111 Plaza Drive,60559,Westmont,426000,0.166,67.3,1,7,5,4,-0.11497565,-0.364325587,-0.389895811,4.25
184,Chicago,STACK Infrastructure CHI01B,STACK INFRASTRUCTURE,1301 Touhy Ave,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
185,Chicago,US Signal Chicago IL01,"US Signal Company, LLC",810 Jorie Blvd,60523,Oak Brook,375000,0.158,61.5,6,6,2,1,-0.243811224,-0.552960058,-0.808151032,3.75
186,Chicago,Metro Edge IMD1,Metro Edge,1951 W Hastings St,60608,Chicago,359000,0.156,77.2,3,6,1,7,-0.276020117,-0.6121395,0.3240225822095052,4.25
187,Chicago,DataBank ORD2 - Chicago,DataBank,840 S Canal St,60607,Chicago,402000,0.155,69.6,9,5,3,4,-0.292124564,-0.45309475,-0.224035982,5.25
188,Chicago,DataBank ORD1 - Downtown Chicago,DataBank,600 S Federal St,60605,Chicago,409000,0.151,60.9,8,4,4,1,-0.356542351,-0.427203744,-0.851418813,4.25
189,Chicago,EdgeConneX Chicago - EDCCHI02,EdgeConneX,2021 Lunt Ave,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
190,Chicago,Stream DC Chicago I,Stream Data Centers,2080 Lunt Avenue,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
191,Chicago,HydraVault Data Center,HydraVault,2538 S Wabash Ave,60616,Chicago,473000,0.155,72.8,15,5,7,5,-0.292124564,-0.190485976,0.006725518,8
192,Chicago,Centersquare - Chicago ORD1-A,Csquare,350 East Cermak,60616,Chicago,473000,0.155,72.8,15,5,7,5,-0.292124564,-0.190485976,0.006725518,8
193,Chicago,SBA Edge Chicago,SBA Edge,603 Discovery Drive,60185,West Chicago,387000,0.138,79.1,1,2,3,7,-0.565900159,-0.508575476,0.4610372233645513,3.25
194,Chicago,Centersquare - Chicago ORD1-D,Csquare,350 E Cermak Rd,60616,Chicago,473000,0.155,72.8,15,5,7,5,-0.292124564,-0.190485976,0.006725518,8
195,Chicago,CoreSite Chicago (CH1),CoreSite,427 South LaSalle,60605,Chicago,409000,0.151,60.9,8,4,4,1,-0.356542351,-0.427203744,-0.851418813,4.25
196,Chicago,Centersquare - Chicago ORD1-C,Csquare,350 E Cermak Rd,60616,Chicago,473000,0.155,72.8,15,5,7,5,-0.292124564,-0.190485976,0.006725518,8
197,Chicago,FirstComm Data Center,First Communications,601 W Polk St,60607,Chicago,402000,0.155,69.6,9,5,3,4,-0.292124564,-0.45309475,-0.224035982,5.25
198,Chicago,ColoCrossing CH1,ColoCrossing,2200 Busse Road,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
199,Chicago,H5 Data Centers Chicago,H5 Data Centers,1951 W. Hastings St.,60608,Chicago,359000,0.156,77.2,3,6,1,7,-0.276020117,-0.6121395,0.3240225822095052,4.25
200,Chicago,Stream DC Chicago II,Stream Data Centers,1925 Busse Road,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
201,Chicago,725 S. Wells,1547 Critical Systems Realty,725 S Wells,60607,Chicago,402000,0.155,69.6,9,5,3,4,-0.292124564,-0.45309475,-0.224035982,5.25
202,Chicago,CDW Elk Grove Data Center,CDW Corporation,1441 Touhy Ave,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
203,Chicago,STACK Infrastructure CHI01A,STACK INFRASTRUCTURE,1441 Touhy Ave,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
204,Chicago,Digital Fortress Chicago,Digital Fortress,360 E 22nd St.,60148,Lombard,434000,0.153,71,8,4,5,5,-0.324333458,-0.334735866,-0.123077826,5.5
205,Chicago,Equinix CH1,Equinix,350 E Cermak Rd,60616,Chicago,473000,0.155,72.8,15,5,7,5,-0.292124564,-0.190485976,0.006725518,8
206,Chicago,Equinix CH2,Equinix,350 E Cermak Rd,60616,Chicago,473000,0.155,72.8,15,5,7,5,-0.292124564,-0.190485976,0.006725518,8
207,Chicago,GDC - Chicago CH3 Data 'Center,"NTT DATA, Inc.",255 Pierce Rd,60143,Itasca,431000,0.154,66.8,6,5,5,3,-0.308229011,-0.345832011,-0.425952296,4.75
208,Chicago,GDC - Chicago CH2 Data Center,"NTT DATA, Inc.",275 Pierce Rd,60143,Itasca,431000,0.154,66.8,6,5,5,3,-0.308229011,-0.345832011,-0.425952296,4.75
209,Chicago,Cogent Data Center - Chicago 3,"Cogent Communications, Inc.",4200 W 40th St,60632,Chicago,364000,0.144,66.1,1,3,2,3,-0.469273479,-0.593645924,-0.476431374,2.25
210,Chicago,QTS Chicago 1 DC1,QTS Data Centers,2800 S. Ashland Ave,60608,Chicago,359000,0.156,77.2,3,6,1,7,-0.276020117,-0.6121395,0.3240225822095052,4.25
211,Chicago,365 Data Centers - Chicago 1,365 Data Centers,427 S La Salle St,60605,Chicago,409000,0.151,60.9,8,4,4,1,-0.356542351,-0.427203744,-0.851418813,4.25
212,Chicago,Aligned ORD-01,Aligned Data Centers,505 Northwest Avenue,60164,Northlake,353000,0.154,86.5,7,5,1,8,-0.308229011,-0.63433179,0.994673194,5.25
213,Chicago,Microsoft Northlake,Microsoft,601-605 Northwest Ave,60164,Northlake,353000,0.154,86.5,7,5,1,8,-0.308229011,-0.63433179,0.994673194,5.25
214,Chicago,Centersquare - Chicago ORD2-A,Csquare,2425 Busse Road,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
215,Chicago,CoreWeave Hammond,CoreWeave,301 Digital Xrds Dr,46320,Hammond,391000,0.144,68.2,1,3,3,4,-0.469273479,-0.493780616,-0.324994139,2.75
216,Chicago,CyrusOne CHI6 - Wood Dale,CyrusOne Data Centers,Bryn Mawr Ave & Pine Ave,60106,Wood Dale,329000,0.159,70.6,1,6,0,4,-0.227706777,-0.723100953,-0.151923013,2.75
217,Chicago,CloudHQ ORD Campus,CloudHQ,1200 E Algonquin Rd,60016,Des Plaines,423000,0.163,63.3,4,7,4,2,-0.16328899,-0.375421732,-0.678347687,4.25
218,Chicago,Ascent CH2,Ascent,505 N Railroad Ave,60164,Northlake,353000,0.154,86.5,7,5,1,8,-0.308229011,-0.63433179,0.994673194,5.25
219,Chicago,Equinix CH3,Equinix,1905 Lunt Avenue,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
220,Chicago,CoreSite Chicago (CH2),CoreSite,1432 S Clinton St.,60607,Chicago,402000,0.155,69.6,9,5,3,4,-0.292124564,-0.45309475,-0.224035982,5.25
221,Chicago,STACK Infrastructure CHI02,STACK INFRASTRUCTURE,1830 Jarvis Ave,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
222,Chicago,Rackspace Chicago,Rackspace Hosting,2200 Busse Road,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
223,Chicago,Chirisa Chirisa Volo Technology Park YLO-02,Chirisa,300 South Fish Lake Rd,60073,Volo,374000,0.147,62.7,3,4,2,2,-0.420960138,-0.556658773,-0.721615469,2.75
224,Chicago,Chirisa Chirisa Volo Technology Park YLO-01,Chirisa,300 South Fish Lake Rd,60073,Volo,374000,0.147,62.7,3,4,2,2,-0.420960138,-0.556658773,-0.721615469,2.75
225,Chicago,Chicago Board of Trade Building,"Apollo Global Management, Inc.",141 West Jackson,60604,Chicago,415000,0.142,78.3,2,3,4,7,-0.501482372,-0.405011453,0.4033468481413739,4
226,Chicago,1808 Swift Drive,CenterPoint Properties,1808 Swift Drive,60523,Oak Brook,375000,0.158,61.5,6,6,2,1,-0.243811224,-0.552960058,-0.808151032,3.75
227,Chicago,360TCS Data Center,360 Technology Center Solutions,360 E. 22nd St.,60148,Lombard,434000,0.153,71,8,4,5,5,-0.324333458,-0.334735866,-0.123077826,5.5
228,Chicago,Centersquare - Chicago ORD1-B,Csquare,350 East Cermak,60609,Chicago,339000,0.15,66.8,1,4,1,3,-0.372646798,-0.686113802,-0.425952296,2.25
229,Chicago,XNet Critical Computing Facility,"XNet Information Systems, Inc.",3080 Ogden Ave,60532,Lisle,402000,0.158,79.9,2,6,3,7,-0.243811224,-0.45309475,0.5187275985877297,4.5
230,Chicago,NetSource Naperville 1,"NetSource Communications, Inc.",2368 Corporate Lane,60563,Naperville,378000,0.145,75.9,4,4,2,6,-0.453169032,-0.541863912,0.2302757224718419,4
231,Chicago,Midway Technology Center,1547 Critical Systems Realty,40 E Garfield Blvd,60615,Chicago,363000,0.146,76.5,1,4,1,6,-0.437064585,-0.597344639,0.27354350388922466,3
232,Chicago,Aligned ORD-04,Aligned Data Centers,150 NW Point Blvd,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
233,Chicago,CloudHQ ORD3,CloudHQ,1200 E Algonquin Rd,60016,Des Plaines,423000,0.163,63.3,4,7,4,2,-0.16328899,-0.375421732,-0.678347687,4.25
234,Chicago,Naperville Data Center,KARIS Critical,1940 Lucent Ln,60563,Naperville,378000,0.145,75.9,4,4,2,6,-0.453169032,-0.541863912,0.2302757224718419,4
235,Chicago,Aligned ORD-03,Aligned Data Centers,50 NW Point Blvd,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
236,Chicago,CloudHQ ORD1,CloudHQ,1200 E Algonquin Rd,60016,Des Plaines,423000,0.163,63.3,4,7,4,2,-0.16328899,-0.375421732,-0.678347687,4.25
237,Chicago,Microsoft Hoffman Estates - Building 2,Microsoft,Lakewood Blvd,60192,Hoffman Estates,406000,0.155,78.7,5,5,4,7,-0.292124564,-0.438299889,0.4321920357529631,5.25
238,Chicago,Microsoft Hoffman Estates - Building 1,Microsoft,Lakewood Blvd,60192,Hoffman Estates,406000,0.155,78.7,5,5,4,7,-0.292124564,-0.438299889,0.4321920357529631,5.25
239,Chicago,Microsoft Elk Grove Campus,Microsoft,"Elk Grove Technology Park, Innovation Dr & Oakton St",60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
240,Chicago,Microsoft Hoffman Estates Campus,Microsoft,Lakewood Blvd,60192,Hoffman Estates,406000,0.155,78.7,5,5,4,7,-0.292124564,-0.438299889,0.4321920357529631,5.25
241,Chicago,T5 Data Centers - T5@Grayslake Campus,T5 Data Centers,30907 N Alleghany Rd,60030,Grayslake,450000,0.152,75.7,1,4,6,6,-0.340437904,-0.275556424,0.2158531286660473,4.25
242,Chicago,Chirisa Volo Technology Park,Chirisa,300 South Fish Lake Rd,60073,Volo,374000,0.147,62.7,3,4,2,2,-0.420960138,-0.556658773,-0.721615469,2.75
243,Chicago,Stream DC Chicago III,Stream Data Centers,2000 Landmeier Rd,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
244,Chicago,T5 Data Centers - T5@Chicago lll,T5 Data Centers,11650 W Grand Ave,60164,Northlake,353000,0.154,86.5,7,5,1,8,-0.308229011,-0.63433179,0.994673194,5.25
245,Chicago,T5 Data Centers - T5@Chicago V,T5 Data Centers,within,Elk Grove Village,TBA,456000,0.153,76.9,1,4,7,6,-0.324333458,-0.253364133,0.3023886915008138,4.5
246,Chicago,ColoHouse Chicago Cermak,ColoHouse,350 E Cermak,60616,Chicago,473000,0.155,72.8,15,5,7,5,-0.292124564,-0.190485976,0.006725518,8
247,Chicago,CloudHQ ORD2,CloudHQ,1200 E Algonquin Rd,60016,Des Plaines,423000,0.163,63.3,4,7,4,2,-0.16328899,-0.375421732,-0.678347687,4.25
248,Chicago,Aligned ORD-02,Aligned Data Centers,505 Northwest Avenue,60164,Northlake,353000,0.154,86.5,7,5,1,8,-0.308229011,-0.63433179,0.994673194,5.25
249,Chicago,ColoHouse Chicago Wells,ColoHouse,725 S Wells Street,60607,Chicago,402000,0.155,69.6,9,5,3,4,-0.292124564,-0.45309475,-0.224035982,5.25
250,Chicago,FDCservers.net,FDCservers.net LLC,141 West Jackson Blvd.,60604,Chicago,415000,0.142,78.3,2,3,4,7,-0.501482372,-0.405011453,0.4033468481413739,4
251,Chicago,HW Technology Park,Hillwood Development Company,Millsdale Rd / Schweitzer Rd,60421,Joliet,384000,0.158,68.3,1,6,2,4,-0.243811224,-0.519671622,-0.317782842,3.25
252,Chicago,Colovore ORD01,Colovore,within,"Aurora, 41 miles from Chicago",TBA,456000,0.153,76.9,1,4,7,6,-0.324333458,-0.253364133,0.3023886915008138,4.5
253,Chicago,Equinix CH5,Equinix,2001 Lunt Ave,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
254,Chicago,EdgeConneX Chicago - EDCCHI01,EdgeConneX,1800 Nicholas Blvd,60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
255,Chicago,Chicago Exchange,Menlo Digital,601 W. Polk St,60605,Chicago,409000,0.151,60.9,8,4,4,1,-0.356542351,-0.427203744,-0.851418813,4.25
256,Chicago,CDC - Chicago CH5 Data Center,"NTT DATA, Inc.",1250 N Arlington Heights Rd,60143,Itasca,431000,0.154,66.8,6,5,5,3,-0.308229011,-0.345832011,-0.425952296,4.75
257,Chicago,LexisNexis Oak Brook,LexisNexis,1808 Swift Dr,60523,Oak Brook,375000,0.158,61.5,6,6,2,1,-0.243811224,-0.552960058,-0.808151032,3.75
258,Chicago,Edged Chicago ORD1,Edged Energy,2815 Bilter Rd,60502,Aurora,371000,0.14,72.6,8,2,2,5,-0.533691266,-0.567754918,-0.007697075,4.25
259,Chicago,8080 S DuSable Lake Shore Drive,Related Digital,8080 S DuSable Lake Shore Dr,60617,Chicago,395000,0.157,58.3,1,6,3,1,-0.259915671,-0.478985756,-1.038912532,2.75
260,Chicago,Connect Chicago,Connect Data Centers by Oppidan,245 Kehoe Blvd,60188,Carol Stream,441000,0.145,71.9,1,4,5,5,-0.453169032,-0.30884486,-0.058176154,3.75
261,Chicago,Edged Chicago ORD3,Edged Energy,2725 Bilter Rd,60502,Aurora,371000,0.14,72.6,8,2,2,5,-0.533691266,-0.567754918,-0.007697075,4.25
262,Chicago,Edged Chicago ORD2,Edged Energy,2835 Bilter Rd,60502,Aurora,371000,0.14,72.6,8,2,2,5,-0.533691266,-0.567754918,-0.007697075,4.25
263,Chicago,216 West Jackson Boulevard,"Baum Realty Group, LLC",216 W Jackson Blvd,60606,Chicago,337000,0.154,75.6,6,5,0,6,-0.308229011,-0.693511232,0.2086418317631495,4.25
264,Chicago,365 Data Centers - Chicago 2,365 Data Centers,350 East Cermak Road,60623,Chicago,403000,0.148,71.7,1,4,3,5,-0.404855691,-0.449396035,-0.072598747,3.25
265,Chicago,GDC - Chicago CH4 Data Center,"NTT DATA, Inc.",1200 N Arlington Heights Rd,60143,Itasca,431000,0.154,66.8,6,5,5,3,-0.308229011,-0.345832011,-0.425952296,4.75
266,Chicago,Edged Chicago Campus,Edged Energy,2725-2815 Bilter Rd,60502,Aurora,371000,0.14,72.6,8,2,2,5,-0.533691266,-0.567754918,-0.007697075,4.25
267,Chicago,Microsoft Elk Grove - Building 3,Microsoft,"Elk Grove Technology Park, Innovation Dr & Oakton St",60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
268,Chicago,Microsoft Hoffman Estates - Building 4,Microsoft,Lakewood Blvd,60192,Hoffman Estates,406000,0.155,78.7,5,5,4,7,-0.292124564,-0.438299889,0.4321920357529631,5.25
269,Chicago,Microsoft Plano (IL),Microsoft,Eldamain Rd & Corneils Rd,60545,Plano,342000,0.154,70.4,1,5,1,4,-0.308229011,-0.675017657,-0.166345607,2.75
270,Chicago,Microsoft Hoffman Estates - Building 3,Microsoft,Lakewood Blvd,60192,Hoffman Estates,406000,0.155,78.7,5,5,4,7,-0.292124564,-0.438299889,0.4321920357529631,5.25
271,Chicago,KARIS Hoffman Estates,KARIS Critical,Higgins Rd & Illinois Rte 59,60010,Hoffman Estates,393000,0.157,58.9,1,6,3,1,-0.259915671,-0.486383186,-0.995644751,2.75
272,Chicago,Chicago Campus,Aligned Data Centers,505 Northwest Avenue,60164,Northlake,353000,0.154,86.5,7,5,1,8,-0.308229011,-0.63433179,0.994673194,5.25
273,Chicago,Microsoft Elk Grove - Building 2,Microsoft,"Elk Grove Technology Park, Innovation Dr & Oakton St",60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
274,Chicago,NTT Chicago Campus,"NTT DATA, Inc.",255-275 Pierce Rd,60143,Itasca,431000,0.154,66.8,6,5,5,3,-0.308229011,-0.345832011,-0.425952296,4.75
275,Chicago,Meta DeKalb Campus,Meta,1550-2050 Metaverse Wy,60115,DeKalb,385000,0.141,63.7,8,2,2,2,-0.517586819,-0.515972907,-0.6495025,3.5
276,Chicago,KARIS DeKalb Campus,KARIS Critical,Gurler Rd & Peace Rd,60115,DeKalb,385000,0.141,63.7,8,2,2,2,-0.517586819,-0.515972907,-0.6495025,3.5
277,Chicago,WOWaccess Data Center,WOWaccess,184 Shuman Blvd,60563,Naperville,378000,0.145,75.9,4,4,2,6,-0.453169032,-0.541863912,0.2302757224718419,4
278,Chicago,Microsoft Elk Grove - Building 1,Microsoft,"Elk Grove Technology Park, Innovation Dr & Oakton St",60007,Elk Grove Village,347000,0.152,64.9,30,4,1,3,-0.340437904,-0.656524081,-0.562966937,9.5
279,Chicago,Lumen Chicago 3,Lumen,200 N LaSalle St,60601,Chicago,410000,0.155,59.9,1,5,4,1,-0.292124564,-0.423505029,-0.923531782,2.75
280,Chicago,Compass Hoffman Estates,Compass Datacenters,3333 Beverly Rd,60179,Hoffman Estates,382000,0.141,74.6,1,2,2,6,-0.517586819,-0.527069052,0.13652886273417755,2.75
281,Chicago,DLS Internet LITH,DLS Internet Services,950 E. Oak Street,60156,Lake in the Hills,430000,0.158,61.7,1,6,5,2,-0.243811224,-0.349530726,-0.793728438,3.5
282,Chicago,Axon Datacenter,Axon Datacenters,7093 Barry St,60018,Rosemont,444000,0.151,75.7,2,4,6,6,-0.356542351,-0.297748715,0.2158531286660473,4.5
283,Chicago,Lumen South Holland 1,Lumen,200 E 166th St,60473,South Holland,443000,0.137,71.7,1,2,6,5,-0.582004606,-0.30144743,-0.072598747,3.5
284,Chicago,CyrusOne CHI3 - Aurora Campus,CyrusOne Data Centers,2725 Bilter Rd,60502,Aurora,371000,0.14,72.6,8,2,2,5,-0.533691266,-0.567754918,-0.007697075,4.25
285,Chicago,CBTS Lombard Data Center I,CBTS,1850 W Springer,60148,Lombard,434000,0.153,71,8,4,5,5,-0.324333458,-0.334735866,-0.123077826,5.5
286,Chicago,Hostrunway Lombard,Hostrunway,1850 Springer Dr,60148,Lombard,434000,0.153,71,8,4,5,5,-0.324333458,-0.334735866,-0.123077826,5.5
287,Chicago,Volico Chicago,Volico Data Center,350 E Cermak Rd,60616,Chicago,473000,0.155,72.8,15,5,7,5,-0.292124564,-0.190485976,0.006725518,8
288,Chicago,GigeNET Chicago,Gigenet,545 E. Algonquin Rd.,60005,Arlington Heights,385000,0.158,71,2,6,2,5,-0.243811224,-0.515972907,-0.123077826,3.75
289,Chicago,NetSource Naperville 2,"NetSource Communications, Inc.",1717 Park St.,60563,Naperville,378000,0.145,75.9,4,4,2,6,-0.453169032,-0.541863912,0.2302757224718419,4
290,Chicago,NaviSite Oak Brook,"NaviSite, Inc.",800 Jorie Blvd,60523,Oak Brook,375000,0.158,61.5,6,6,2,1,-0.243811224,-0.552960058,-0.808151032,3.75
